,Tipo,Calendario,Clasificacion,Anio_prueba,Nombre_Colegio,Municipio,Departamento
20982,NO OFICIAL,A,B,2020,LICEO SATELITE,SOACHA,CUNDINAMARCA
20983,NO OFICIAL,A,A,2020,CENT CIAL MADRE ELISA RONCALLO,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
20984,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICA AGROPECUARIA CARMEN DE ARIGUANI,ARIGUANÍ,MAGDALENA
20985,NO OFICIAL,A,A+,2020,COL FRANCISCO JIMENEZ DE CISNEROS,IBAGUÉ,TOLIMA
20986,NO OFICIAL,A,C,2020,GIMN LA CUSPIDE (ANTIGUO JARD INF PERSONITAS DEL MAÑANA),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
20987,NO OFICIAL,A,C,2020,COL LA FRATERNIDAD,GIRARDOT,CUNDINAMARCA
20988,OFICIAL,A,B,2020,INSTITUCIÓN EDUCATIVA FE Y ALEGRIA LA PAZ,MANIZALES,CALDAS
20989,OFICIAL,A,C,2020,COLEGIO REPUBLICA BOLIVARIANA  DE VENEZUELA (IED),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
20990,NO OFICIAL,A,A+,2020,COLOMBUS AMERICAN SCHOOL,RIVERA,HUILA
20991,OFICIAL,A,D,2020,IE SAN JUAN BOSCO,YOTOCO,VALLE DEL CAUCA
20992,OFICIAL,A,B,2020,I.E. MISAEL PASTRANA BORRERO,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER
20993,OFICIAL,A,D,2020,I. E. R. MULATOS,NECOCLÍ,ANTIOQUIA
20994,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA LA MERMITA,AGUADAS,CALDAS
20995,OFICIAL,A,D,2020,IE BETANIA,BOLÍVAR,VALLE DEL CAUCA
20996,OFICIAL,A,D,2020,CALIBIO,POPAYÁN,CAUCA
20997,OFICIAL,A,C,2020,CALIBIO,POPAYÁN,CAUCA
20998,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA ENCIMADAS,AGUADAS,CALDAS
20999,OFICIAL,A,B,2020,COLEGIO INTEGRADO PEDRO SANTOS,PINCHOTE,SANTANDER
21000,OFICIAL,A,D,2020,COLEGIO ALFONSO LOPEZ,PUERTO PARRA,SANTANDER
21001,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA LUIS ERNESTO VANEGAS NEIRA,RIOBLANCO,TOLIMA
21002,OFICIAL,A,A+,2020,INST EDUC LUCRECIO JARAMILLO VELEZ,MEDELLÍN,ANTIOQUIA
21003,OFICIAL,A,B,2020,I.E. STELLA VELEZ LONDOÑO,MEDELLÍN,ANTIOQUIA
21004,OFICIAL,A,C,2020,I. E. COLOMBIA,CAREPA,ANTIOQUIA
21005,NO OFICIAL,A,B,2020,INSTITUTO  O HIGGINS,SOLEDAD,ATLÁNTICO
21006,OFICIAL,A,B,2020,INSTITUCIÓN EDUCATIVA DISTRITAL ANTONIO JOSE DE SUCRE,BARRANQUILLA,ATLÁNTICO
21007,OFICIAL,A,C,2020,COLEGIO COMUNITARIO DISTRITAL PABLO NERUDA,BARRANQUILLA,ATLÁNTICO
21008,OFICIAL,A,B,2020,COLEGIO DISTRITAL OLAYA (ANT. C.E.B. # 108),BARRANQUILLA,ATLÁNTICO
21009,OFICIAL,A,A,2020,COLEGIO MARSELLA (IED),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21010,NO OFICIAL,A,B,2020,COL COOP NUEVO MUZU                                                                                 ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21011,NO OFICIAL,A,B,2020,LIC DE OXFORD                                                                                       ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21012,NO OFICIAL,A,C,2020,LICEO CULTURAL LOPEZ OSORIO,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21013,NO OFICIAL,A,B,2020,INST ALVARO MUTIS                                                                                   ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21014,NO OFICIAL,A,A,2020,COL MONSERRATE                                                                                      ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21015,NO OFICIAL,A,A,2020,LIC CULT MOSQUERA                                                                                   ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21016,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA NUESTRO ESFUERZO,CARTAGENA DE INDIAS,BOLÍVAR
21017,NO OFICIAL,A,A+,2020,LIC  RODRIGO ARENAS BETANCOURT,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21018,OFICIAL,A,B,2020,IE ANDRES ROMERO AREVALO,TIBANÁ,BOYACÁ
21019,OFICIAL,A,B,2020,IE LUIS CARLOS GALAN SARMIENTO,BUCARAMANGA,SANTANDER
21020,OFICIAL,A,D,2020,INSTITUCIÓN EDUCATIVA DISTRITAL DAVID SANCHEZ JULIAO,BARRANQUILLA,ATLÁNTICO
21021,OFICIAL,A,C,2020,IE SUSE,AQUITANIA,BOYACÁ
21022,OFICIAL,A,C,2020,INST EDUC LA INDEPENDENCIA,MEDELLÍN,ANTIOQUIA
21023,NO OFICIAL,A,B,2020,COL SANTA TERESITA,MEDELLÍN,ANTIOQUIA
21024,NO OFICIAL,A,A+,2020,GIMN ANTONIO NARIÑO                                                                                 ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21025,OFICIAL,A,A,2020,INST EDUC NORMAL SUPERIOR,IBAGUÉ,TOLIMA
21026,OFICIAL,A,B,2020,IE HERNAN VILLA BAENA,BELLO,ANTIOQUIA
21027,NO OFICIAL,A,B,2020,COL SAGRADO CORAZON DE MARIA,BELLO,ANTIOQUIA
21028,OFICIAL,A,B,2020,I.E.D. BAJO PALMAR,VIOTÁ,CUNDINAMARCA
21029,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA DEPARTAMENTAL VICTOR CAMARGO ALVAREZ,PLATO,MAGDALENA
21030,OFICIAL,A,D,2020,I.E. LAS VUELTAS,CURITÍ,SANTANDER
21031,OFICIAL,A,C,2020,I.E. SAN MIGUEL,COPER,BOYACÁ
21032,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,CHIMÁ,CÓRDOBA
21033,OFICIAL,A,D,2020,INSTITUCIÓN EDUCATIVA SAN MARTIN DE CARBONERO,CHINÚ,CÓRDOBA
21034,NO OFICIAL,A,A,2020,INST TEC CIAL MARMATOS (INST MODERNO BOSA),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21035,NO OFICIAL,A,B,2020,INST YOLKIN                                                                                         ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21036,NO OFICIAL,A,A+,2020,GIMN SAN ANGELO                                                                                     ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21037,NO OFICIAL,A,B,2020,INST DE EDUC MEDIA EMAUS                                                                            ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21038,OFICIAL,A,B,2020,IE TECNICO EMPRESARIAL JOSE MARIA ESTEVEZ,BUCARAMANGA,SANTANDER
21039,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA BAJO GRANDE,SAHAGÚN,CÓRDOBA
21040,OFICIAL,A,B,2020,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,GALAPA,ATLÁNTICO
21041,OFICIAL,A,B,2020,INSTITUCION EDUCATIVA VERSALLES,SAN GIL,SANTANDER
21042,OFICIAL,A,B,2020,I. E. SAN ANTONIO,RIONEGRO,ANTIOQUIA
21043,NO OFICIAL,A,A+,2020,COL BARBARA MICARELLI,MEDELLÍN,ANTIOQUIA
21044,OFICIAL,A,C,2020,INST EDUC JUAN DE DIOS CARVAJAL,MEDELLÍN,ANTIOQUIA
21045,OFICIAL,A,C,2020,INST EDUC ALFREDO COCK ARANGO,MEDELLÍN,ANTIOQUIA
21046,OFICIAL,A,C,2020,INST EDUC JOSE ACEVEDO Y GOMEZ,MEDELLÍN,ANTIOQUIA
21047,OFICIAL,A,D,2020,I.E.T. MIGUEL ZAPATA (ANTES I.E. MIGUEL ZAPATA,ARGELIA,CAUCA
21048,OFICIAL,A,D,2020,I.E. MOJARRAS,MERCADERES,CAUCA
21049,OFICIAL,A,D,2020,I.E. MUNICIPAL JORGE VILLAMIL CORDOVEZ,PITALITO,HUILA
21050,OFICIAL,A,B,2020,I.E. MUNICIPAL JORGE VILLAMIL CORDOVEZ,PITALITO,HUILA
21051,OFICIAL,A,D,2020,SAUSAGUA,QUINCHÍA,RISARALDA
21052,OFICIAL,A,D,2020,INST EDUC SANTANDER,MAJAGUAL,SUCRE
21053,NO OFICIAL,A,B,2020,COL TÉCNICO ADOLFO KOLPING,SAN SEBASTIÁN DE MARIQUITA,TOLIMA
21054,OFICIAL,A,C,2020,I. E. R. SAN JOSE DEL NUS,SAN ROQUE,ANTIOQUIA
21055,OFICIAL,A,D,2020,I.E. ANGEL MILAN PEREA,TURBO,ANTIOQUIA
21056,NO OFICIAL,A,A+,2020,COL NUEVO GIMNASIO,VILLAVICENCIO,META
21057,OFICIAL,A,C,2020,I.E. TECNICA RAFAEL URIBE,TOCA,BOYACÁ
21058,OFICIAL,A,B,2020,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL ZARAGOZA,ARBELÁEZ,CUNDINAMARCA
21059,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA SAN JOSE DE BELLACOHITA,MOÑITOS,CÓRDOBA
21060,OFICIAL,A,B,2020,IE RAFAEL GARCIA HERREROS,TRINIDAD,CASANARE
21061,OFICIAL,A,C,2020,COLEGIO MIRALINDO,LANDÁZURI,SANTANDER
21062,NO OFICIAL,A,B,2020,COL SUPERIOR DE OCCIDENTE,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21063,NO OFICIAL,A,A,2020,COL PSICOPEDAG LA ACACIA  LTDA,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21064,NO OFICIAL,A,A+,2020,COLEGIO DON BOSCO LTDA.,VILLAVICENCIO,META
21065,NO OFICIAL,A,A,2020,COL PARROQUIAL SAN JUDAS TADEO,MEDELLÍN,ANTIOQUIA
21066,OFICIAL,A,D,2020,I. E. CHIGORODO,CHIGORODÓ,ANTIOQUIA
21067,NO OFICIAL,B,A+,2020,COLEGIO ALTAMIRA,PUERTO COLOMBIA,ATLÁNTICO
21068,OFICIAL,A,B,2020,COLEGIO FRANCISCO PRIMERO S.S. (IED),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21069,NO OFICIAL,A,B,2020,COL COOP VENECIA                                                                                    ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21070,NO OFICIAL,A,A+,2020,COLEGIO COLOMBO FRANCES,LA ESTRELLA,ANTIOQUIA
21071,OFICIAL,A,D,2020,I. E. LA PINTADA,LA PINTADA,ANTIOQUIA
21072,NO OFICIAL,A,A,2020,COLEGIO LA INMACULADA,PUERTO BERRÍO,ANTIOQUIA
21073,OFICIAL,A,C,2020,I. E.  CARLOS ARTURO DUQUE RAMIREZ,PUERTO NARE,ANTIOQUIA
21074,NO OFICIAL,A,A+,2020,GIMNASIO LOS ALCAZARES JORNADA ADICIONAL,SABANETA,ANTIOQUIA
21075,OFICIAL,A,C,2020,JAIME SALAZAR ROBLEDO,PEREIRA,RISARALDA
21076,OFICIAL,A,B,2020,INSTITUCION EDUCATIVA  LA ESTACION,LEBRIJA,SANTANDER
21077,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA SAN JOSE DE TETUAN,SAN ANTONIO,TOLIMA
21078,OFICIAL,A,C,2020,IE LOS CORRALES,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA
21079,OFICIAL,A,C,2020,IE MUNICIPAL CRIOLLO,PITALITO,HUILA
21080,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA DE SANTA ANA,CARTAGENA DE INDIAS,BOLÍVAR
21081,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA EL HORRO,ANSERMA,CALDAS
21082,NO OFICIAL,A,A+,2020,INST ANTONIO NARIÑO                                                                                 ,BARRANCABERMEJA,SANTANDER
21083,OFICIAL,A,A,2020,COLEGIO DEPARTAMENTAL INTEGRADO NUESTRA SE¿ORA DE LOURDES,BETULIA,SANTANDER
21084,OFICIAL,A,B,2020,I. E.  MANUEL ANTONIO TORO,FRONTINO,ANTIOQUIA
21085,OFICIAL,A,B,2020,INSTITUCION EDUCATIVA AVELINO SALDARRIAGA,ITAGÜÍ,ANTIOQUIA
21086,OFICIAL,A,C,2020,I. E. JUAN DE DIOS URIBE,ANDES,ANTIOQUIA
21087,NO OFICIAL,A,B,2020,INST JOSE MARTINEZ RUIZ                                                                             ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21088,NO OFICIAL,A,A+,2020,COL ADVENTISTA EMMANUEL                                                                             ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21089,NO OFICIAL,A,A+,2020,LICEO DE COLOMBIA BILINGÜE,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21090,NO OFICIAL,A,A,2020,LIC DEL CARIBE                                                                                      ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21091,NO OFICIAL,A,A+,2020,CENTRO EDUCATIVO Y TECNOLOGICO BILL GATES,SOLEDAD,ATLÁNTICO
21092,OFICIAL,A,B,2020,I E DEPTAL FRANCISCO DE PAULA SANTANDER,BUCARAMANGA,SANTANDER
21093,OFICIAL,A,B,2020,IE LAS JUNTAS,SANTA MARÍA,HUILA
21094,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA SIETE DE AGOSTO,MANIZALES,CALDAS
21095,NO OFICIAL,A,A+,2020,COL. GIMNASIO DEL NORTE,VALLEDUPAR,CESAR
21096,NO OFICIAL,A,B,2020,COLEGIO SAGRADO CORAZÓN DE JESÚS,ZAPATOCA,SANTANDER
21097,OFICIAL,A,A,2020,INST. EDUC SAN ISIDRO,IBAGUÉ,TOLIMA
21098,OFICIAL,A,A,2020,I.E.M. TÉCNICO AGROPECUARIO POLICARPA SALVARRIETA,FACATATIVÁ,CUNDINAMARCA
21099,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA MUNICIPAL JOSE CELESTINO MUTIS,FUSAGASUGÁ,CUNDINAMARCA
21100,NO OFICIAL,A,A+,2020,COL RICAURTE,FUSAGASUGÁ,CUNDINAMARCA
21101,NO OFICIAL,A,A,2020,INST SANTA ANA LUZ DEL CARMEN,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21102,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA ESCUELA  NORMAL SUPERIOR CLAUDINA MUNERA,AGUADAS,CALDAS
21103,OFICIAL,A,D,2020,I.E. INTEGRADO OBANDO,GUACHENÉ,CAUCA
21104,NO OFICIAL,A,A+,2020,COL LA INMACULADA,CHÍA,CUNDINAMARCA
21105,NO OFICIAL,A,B,2020,INST. COLOMBO BOLIVARIANO,CARTAGENA DE INDIAS,BOLÍVAR
21106,OFICIAL,A,A,2020,INSTITUCION EDUCATIVA LICEO CLAUDINA MUNERA,AGUADAS,CALDAS
21107,OFICIAL,A,C,2020,I.E. SAN LUIS BELTRAN,COVARACHÍA,BOYACÁ
21108,NO OFICIAL,A,A+,2020,COL SAN FRANCISCO SOLANO,CALARCÁ,QUINDÍO
21109,NO OFICIAL,A,A,2020,INS EDU PRE-UNIVERSIDAD ESTUDIANTIL (ANTIGUA PRE-UNIVERSIDAD ESTUDIANTIL),SINCELEJO,SUCRE
21110,OFICIAL,A,C,2020,IE CAMILO TORRES,GRANADA,META
21111,OFICIAL,A,B,2020,IE BRISAS DE IRIQUE,GRANADA,META
21112,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL MIÑA Y TICHA,GUACHETÁ,CUNDINAMARCA
21113,OFICIAL,A,B,2020,CAMILO TORRES,ARMENIA,QUINDÍO
21114,NO OFICIAL,A,A,2020,LIC SANTA ANA DEL SUR                                                                               ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21115,OFICIAL,A,B,2020,COLEGIO DEBORA ARANGO PEREZ (IED),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21116,NO OFICIAL,A,B,2020,LIC PEDAGOGICO                                                                                      ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21117,NO OFICIAL,A,A+,2020,COL CHAMPAGNAT                                                                                      ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21118,NO OFICIAL,A,B,2020,GIMN SANTA CRUZ                                                                                     ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21119,NO OFICIAL,A,A+,2020,COL JOSE MANUEL MARROQUIN,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21120,NO OFICIAL,A,A,2020,COL JOSE JOAQUIN VARGAS                                                                             ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21121,NO OFICIAL,A,A+,2020,COL. SANTA CLARA DE HUNGRIA,NEIVA,HUILA
21122,OFICIAL,A,B,2020,COLEGIO DELIA ZAPATA OLIVELLA (IED),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21123,NO OFICIAL,A,A,2020,COLEGIO PADRE MANYANET - BOGOTA,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21124,OFICIAL,A,A+,2020,GIMNASIO MILITAR FUERZA AEREA LUIS F. GOMEZ NIÑO,VILLAVICENCIO,META
21125,OFICIAL,A,C,2020,IE MANOS UNIDAS,PEREIRA,RISARALDA
21126,NO OFICIAL,A,A,2020,INSTITUCION EDUCATIVA CELESTIN FREINET,ITAGÜÍ,ANTIOQUIA
21127,NO OFICIAL,A,A,2020,COLEGIO DIVINO SALVADOR,LA ESTRELLA,ANTIOQUIA
21128,NO OFICIAL,A,B,2020,GIMN FRANCISCANO DE SUBA                                                                            ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21129,OFICIAL,A,B,2020,INSTITUCION EDUCATIVA LUIS C GALAN SARMIENTO,CARTAGENA DE INDIAS,BOLÍVAR
21130,OFICIAL,A,B,2020,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,SOGAMOSO,BOYACÁ
21131,OFICIAL,A,D,2020,CENTRO INTEGRAL DE FORMACIÓN E INVESTIGACIÓN WAMPIANO,MORALES,CAUCA
21132,OFICIAL,A,A,2020,INSTITUCION EDUCATIVA NORMAL SUPERIOR,MONTERÍA,CÓRDOBA
21133,OFICIAL,A,A,2020,I.E. HOGAR  NAZARETH,DOSQUEBRADAS,RISARALDA
21134,OFICIAL,A,A+,2020,ESC NORMAL SUPERIOR MARIA AUXILIADORA,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER
21135,OFICIAL,A,A,2020,I.E. SAN JOSE DE MOTOSO.,GIRÓN,SANTANDER
21136,NO OFICIAL,A,A+,2020,COLEGIO CORAZONISTA,PUERTO SALGAR,CUNDINAMARCA
21137,OFICIAL,A,B,2020,COLEGIO REPUBLICA DEL ECUADOR (IED),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21138,OFICIAL,A,C,2020,IE ALBERTO DIAZ MUÑOZ,BELLO,ANTIOQUIA
21139,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA CARLOS ENRIQUE CORTES,ITAGÜÍ,ANTIOQUIA
21140,OFICIAL,A,D,2020,I. E. R. PUERTO CLAVER,EL BAGRE,ANTIOQUIA
21141,NO OFICIAL,A,B,2020,COL COFRATERNIDAD DE SAN FERNANDO,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21142,OFICIAL,A,C,2020,COL SAN FCO DE ASIS DE FE Y ALEGRIA,CIÉNAGA DE ORO,CÓRDOBA
21143,OFICIAL,A,C,2020,I.E.M. LUIS ORJUELA,ZIPAQUIRÁ,CUNDINAMARCA
21144,OFICIAL,A,D,2020,I.E. EL TUNEL,CAJIBÍO,CAUCA
21145,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA LA DEPRESION (ANTES CENTRO EDUCATIVO LA DEPRESION),LA SIERRA,CAUCA
21146,NO OFICIAL,A,B,2020,COL ARENYS DEL MAR,MEDELLÍN,ANTIOQUIA
21147,OFICIAL,A,B,2020,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,SINCELEJO,SUCRE
21148,NO OFICIAL,A,B,2020,LIC  EL CASTILLO                                                                                    ,"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21149,NO OFICIAL,A,A+,2020,GIMN. LUJAN,CARTAGENA DE INDIAS,BOLÍVAR
21150,OFICIAL,A,D,2020,I.E. COLEGIO INDIGENA CASA DEL CONOCIMIENTO,LA CHORRERA,AMAZONAS
21151,OFICIAL,A,D,2020,INST. EDUCATIVA JOSE CELESTINO MUTIS,SAN JOSÉ DEL GUAVIARE,GUAVIARE
21152,OFICIAL,A,B,2020,IE VEINTE DE JULIO,ACACÍAS,META
21153,OFICIAL,A,C,2020,IE AGRICOLA DE GUACAVIA,CUMARAL,META
21154,OFICIAL,A,A,2020,IE RIVERITA,RIVERA,HUILA
21155,OFICIAL,A,B,2020,I.E. SAN JOSÉ - EL TRIGAL,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER
21156,OFICIAL,A,D,2020,IE LOS LIBERTADORES,SOCHA,BOYACÁ
21157,NO OFICIAL,A,C,2020,COL COMUNITARIO  TEC IND. UNIDAD BOLIVARIANA,CALI,VALLE DEL CAUCA
21158,NO OFICIAL,A,A+,2020,COLEGIO DEL SAGRADO CORAZON DE JESUS - HERMANAS BETHLEMITAS,PEREIRA,RISARALDA
21159,OFICIAL,A,B,2020,IE LUIS CALIXTO LEIVA,GARZÓN,HUILA
21160,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE VILLAHERMOSA,VILLAHERMOSA,TOLIMA
21161,NO OFICIAL,A,B,2020,COL JUVENTUDES UNIDAS LTDA,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER
21162,OFICIAL,A,C,2020,IE CONCENTRACION DE DESARROLLO RURAL,SARAVENA,ARAUCA
21163,OFICIAL,A,B,2020,INSTITUCION EDUCATIVA LICEO TAME,TAME,ARAUCA
21164,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA SAN VICTOR,SUPÍA,CALDAS
21165,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA DEPARTAMENTAL JOHN F. KENNEDY,FUNDACIÓN,MAGDALENA
21166,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,URIBIA,LA GUAJIRA
21167,OFICIAL,A,D,2020,I. E. TÉCNICA PROMOCION SOCIAL,VILLANUEVA,LA GUAJIRA
21168,OFICIAL,A,B,2020,IE JOSE MARIA CORDOBA,TAURAMENA,CASANARE
21169,OFICIAL,A,A+,2020,I.E. SIGLO XXI,TAURAMENA,CASANARE
21170,OFICIAL,A,C,2020,IE FRAY BARTOLOME DE IGUALADA,SIBUNDOY,PUTUMAYO
21171,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA CRISTOBAL COLON,MONTERÍA,CÓRDOBA
21172,OFICIAL,A,D,2020,I.E. SIMON BOLIVAR,PATÍA,CAUCA
21173,OFICIAL,A,D,2020,I. E. R. LOS ALMENDROS,SAN PEDRO DE URABÁ,ANTIOQUIA
21174,OFICIAL,A,B,2020,COLEGIO REPUBLICA DE CHINA (IED),"BOGOTÁ, D.C.","BOGOTÁ, D.C."
21175,OFICIAL,A,C,2020,IE GALLARDO,SUAZA,HUILA
21176,NO OFICIAL,A,A+,2020,LICEO DE CERVANTES,BARRANQUILLA,ATLÁNTICO
21177,NO OFICIAL,A,A,2020,COLEGIO SAN ALBERTO MAGNO,BARRANQUILLA,ATLÁNTICO
21178,NO OFICIAL,A,A+,2020,FUNDACIÓN EDUCATIVA MADRE BUTLER,BARRANQUILLA,ATLÁNTICO
21179,OFICIAL,A,A,2020,COLEGIO NUESTRA SEÑORA DE FATIMA,CALI,VALLE DEL CAUCA
21180,OFICIAL,A,D,2020,I. E. R. SAN PASCUAL,CAÑASGORDAS,ANTIOQUIA
21181,NO OFICIAL,A,A,2020,I.E.  MARIA AUXILIADORA,SAHAGÚN,CÓRDOBA
21182,OFICIAL,A,D,2020,I.E.T.A. AMBIENTAL DE TIERRA FIRME,SANTA CRUZ DE MOMPOX,BOLÍVAR
21183,OFICIAL,A,D,2020,I.E. AGRICOLA,EL COPEY,CESAR
21184,OFICIAL,A,D,2020,I.E. AGRICOLA,EL COPEY,CESAR
21185,OFICIAL,A,C,2020,I.E EL CHAIRA JOSE MARIA CORDOBA,CARTAGENA DEL CHAIRÁ,CAQUETÁ
21186,OFICIAL,A,B,2020,COL GUILLERMO COTE BAUTISTA,TOLEDO,NORTE DE SANTANDER
21187,OFICIAL,A,B,2020,I.E. MAYOR DE MOSQUERA,MOSQUERA,CUNDINAMARCA
21188,OFICIAL,A,B,2020,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL LA FLORIDA,ANOLAIMA,CUNDINAMARCA
21189,OFICIAL,A,B,2020,IE TULIO ARBELAEZ,GARZÓN,HUILA
21190,OFICIAL,A,C,2020,BOSQUES DE PINARES,ARMENIA,QUINDÍO
21191,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA DISTRITAL LA ESMERALDA,BARRANQUILLA,ATLÁNTICO
21192,OFICIAL,A,D,2020,IE MIGUEL ANGEL GUERRERO,ISTMINA,CHOCÓ
21193,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,MOÑITOS,CÓRDOBA
21194,OFICIAL,A,C,2020,INST TEC JORGE GAITAN DURAN,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER
21195,NO OFICIAL,A,B,2020,C.E. MIXTO DE GALAPA,GALAPA,ATLÁNTICO
21196,NO OFICIAL,A,D,2020,ESCUELA MIXTA SAN CLEMENTE,BARRANQUILLA,ATLÁNTICO
21197,OFICIAL,A,C,2020,INST EDUC MANUELA BELTRAN,MEDELLÍN,ANTIOQUIA
21198,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA NEIRA,NEIRA,CALDAS
21199,NO OFICIAL,A,A,2020,COL DULCE CORAZON DE MARIA,VILLA DE LEYVA,BOYACÁ
21200,OFICIAL,A,B,2020,INSTITUCIONEDUCATIVA DEPARTAMENTA IGNACIO PESCADOR,CHOACHÍ,CUNDINAMARCA
21201,NO OFICIAL,A,A+,2020,COL PADRE LUIS VARIARA,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER
21202,NO OFICIAL,A,B,2020,COLEGIO MILITAR LICEO SOCIAL COMPARTIR,SOACHA,CUNDINAMARCA
21203,OFICIAL,A,C,2020,INSTITUCION EDUCATIVA NO. 1,MAICAO,LA GUAJIRA
21204,OFICIAL,A,D,2020,INSTITUCION EDUCATIVA AGROPECUARIO NUESTRA SENORA DEL CARMEN,BOLÍVAR,CAUCA
21205,OFICIAL,A,D,2020,I.E.T. AGROPECUARIA ANAURIO MANJARREZ,LA JAGUA DEL PILAR,LA GUAJIRA
21206,NO OFICIAL,A,D,2020,GIMNASIO DE LA PAZ,LA PAZ,CESAR
21207,OFICIAL,A,C,2020,COLEGIO NUESTRA SEÑORA DE FATIMA,JORDÁN,SANTANDER
21208,OFICIAL,A,D,2020,IE LA ALIANZA,CIÉNAGA,MAGDALENA
21209,OFICIAL,A,B,2020,I.E.M. HERALDO ROMERO SANCHEZ,PASTO,NARIÑO
21210,NO OFICIAL,A,A+,2020,COL LA ANUNCIACION,PEREIRA,RISARALDA
21211,OFICIAL,A,C,2020,INST EDUC EL LIMONAR,MEDELLÍN,ANTIOQUIA
21212,OFICIAL,A,D,2020,I. E. LA MATA,CHIMICHAGUA,CESAR
21213,NO OFICIAL,B,A+,2020,COL NTRA SRA DE LA ANUNCIACION,CALI,VALLE DEL CAUCA
